user_id,battery_capacity_(kwh),charging_station_id,energy_consumed_(kwh),charging_duration_(hours),charging_rate_(kw),charging_cost_(usd),time_of_day,day_of_week,state_of_charge_(start_%),state_of_charge_(end_%),distance_driven_(since_last_charge)_(km),temp(°c),vehicle_age_(years),charger_type,vehicle_model_bmw_i3,vehicle_model_chevy_bolt,vehicle_model_hyundai_kona,vehicle_model_nissan_leaf,vehicle_model_tesla_model3,charg_stn_loc_chicago,charg_stn_loc_houston,charg_stn_loc_LA,charg_stn_loc_newyork,charg_stn_loc_san_fran,user_type_Casual Driver,user_type_Commuter,user_type_Long-Distance Traveler,start_hour,start_day,start_month,end_hour,end_day,end_month,weekday,weekend,time_since_last_charge,energy_consumed_lag_1,energy_consumed_lag_2,charging_duration_lag_1,charging_duration_lag_2,energy_consumed_roll_mean_3,energy_consumed_roll_std_3,charging_duration_roll_mean_3,charging_duration_roll_std_3,start_hour_sin,start_hour_cos,weekday_sin,weekday_cos
11,-1.1899012192377647,206,-1.1192370939305567,0.3575764663420705,-1.1452614707921678,1.4580130386619523,3,4,1.120155368157716,0.4172394568776989,-1.0608743816806698,-0.9957884180199388,-0.2654208374371442,2,1,0,0,0,0,0,0,1,0,0,1,0,0,9,9,4,19,9,4,-1.490320836259711,-0.6123724356957944,0.0,1.660350179702784,0.04313920424801953,-0.22774443580265924,-0.5130031844245305,0.3648404151894305,1.1931700244267873,-0.22586019834754945,-0.9662836575214764,0.7071067811865476,-0.7071067811865475,-0.9729578811050594,0.23098260020086597
12,0.507554088801715,78,-0.919620492404848,-0.1993982840475539,-1.5734892365789,-0.7909330931400718,2,0,-1.434078138674575,0.6276113500687808,0.4920839687498539,1.2815011520982276,-1.5647135585250054,2,0,1,0,0,0,0,0,0,0,1,0,0,1,12,9,4,22,9,4,-1.490320836259711,-0.6123724356957944,0.0,-1.1187785884097574,1.66032305332183,0.35889944948974856,-0.22740409989817936,-0.21010214031393895,1.575209656862926,-0.04099305783946157,-1.2115274291847606,1.2246467991473532e-16,-1.0,-0.9729578811050594,0.23098260020086597
13,1.235034935104349,16,-0.3841844598530977,0.7506894284139526,-1.4959241933679537,-1.0773948917520324,1,1,-1.2434884004063502,-1.3772377726129912,1.1408601498955755,0.5665454022668718,-1.5647135585250054,1,0,0,1,0,0,0,0,0,0,1,1,0,0,15,9,4,17,9,4,-1.490320836259711,-0.6123724356957944,0.0,-0.919091871090007,-1.120650289933498,-0.19848216327973808,0.3592865610235564,-1.4299093411060209,-1.319500829268655,0.534469866528976,-0.8952401316333083,-0.7071067811865471,-0.7071067811865479,-0.9729578811050594,0.23098260020086597
14,0.0225668579332922,327,-1.194579163225775,1.2460351831168732,-0.4524060709957967,1.385495720264433,0,5,-0.9704792659268238,-0.3479163072631368,0.0680435771700674,1.2712308990158003,1.4669694573466707,1,0,0,0,1,0,0,1,0,0,0,0,1,0,17,9,4,0,10,4,-1.490320836259711,-0.6123724356957944,0.0,-0.3834677653905624,-0.9208310356981002,0.7522995751631967,-0.1981394941689517,-1.4748913709099334,-1.2402471472390353,1.0565367584138363,-0.34217615992765704,-0.9659258262890683,-0.25881904510252063,-0.9729578811050594,0.23098260020086597
15,0.507554088801715,96,-1.360983227545829,1.0865492095700031,-0.1270127615792406,-0.3720461238025567,1,1,0.9371917566847114,-0.6697246852327786,0.0218470977222723,1.6351350981339694,0.1676767362588095,0,1,0,0,0,0,0,1,0,0,0,1,0,0,20,9,4,5,10,4,-1.490320836259711,-0.6123724356957944,0.0,-1.1941471217814754,-0.38485142329360944,1.2480071731138984,0.7527180541737948,-1.7384014110795885,-0.9668091434184249,1.812171880726688,-1.3781727771660082,-0.8660254037844386,0.5000000000000001,-0.9729578811050594,0.23098260020086597
16,1.235034935104349,147,-0.7002811445349804,0.4091028519162741,-1.0865274326232954,0.980899662514934,2,1,-1.5978739613040196,-0.1603667754382544,1.12333916805107,-1.589529795715081,-0.8998074000455533,2,0,0,0,1,0,0,0,1,0,0,0,0,1,23,9,4,5,10,4,-1.490320836259711,-0.6123724356957944,0.0,-1.3606096359148836,-1.1960688472281091,1.0884046972611223,1.2484651770141921,-1.9271229397591934,-1.4097296175521896,1.6114523211853131,-0.9662499302512645,-0.25881904510252157,0.9659258262890681,-0.9729578811050594,0.23098260020086597
17,1.122605788375327,2,-0.8206071261299177,1.1213122962443935,1.7183450728239535,-0.4704890231249368,2,4,0.7671701206696198,0.866846986487656,0.9997865204053727,-0.7317251212240602,1.4669694573466707,2,1,0,0,0,0,0,0,0,1,0,0,1,0,2,10,4,7,10,4,-1.490320836259711,-0.6123724356957944,0.0,-0.6996754797657223,-1.3626418465679961,0.4104634743785634,1.088849975372505,-1.703847663730329,-1.389288516528543,1.5381639526128348,-1.0583913748864289,0.49999999999999994,0.8660254037844387,-0.9729578811050594,0.23098260020086597
18,-1.1899012192377647,10,-0.8619570581080456,-1.3399136679941297,-1.416035162975971,-1.4999657646371385,2,5,0.3517630861784577,-0.0105211658444132,-1.5695937119910064,0.2119386861302798,1.033871883650717,1,0,0,1,0,0,1,0,0,0,0,1,0,0,5,10,4,13,10,4,-1.490320836259711,-0.6123724356957944,0.0,-0.8200437261406375,-0.7012690123951895,1.1231931778912814,0.41085469733290303,-1.4059103992436572,-2.0524342454138274,0.11235101516715008,0.8019063596195607,0.9659258262890683,0.25881904510252074,-0.9729578811050594,0.23098260020086597
19,1.235034935104349,434,-0.0003343918271041,-1.3782738160461294,-0.3995359597271243,0.2351673134106975,2,6,0.2654076695628866,-1.3135737776686274,1.5195786169839018,1.4951684487245065,-1.5647135585250054,0,0,0,0,0,1,0,0,0,1,0,0,0,1,7,10,4,16,10,4,-1.490320836259711,-0.6123724356957944,0.0,-0.861408182378231,-0.8217171500935264,-1.3398306779976052,1.1236412298372092,-0.9880160410718987,-1.0574597005658097,-0.937928715395922,1.1582962616340606,0.9659258262890683,-0.25881904510252063,-0.9729578811050594,0.23098260020086597
20,-1.1899012192377647,125,0.2673242900984697,0.2937372532045176,1.417180035223799,-1.4385319536355443,0,3,-1.5115360141639325,2.3986064655421986,1.070785904911042,-0.4088322062197699,-0.2654208374371442,1,1,0,0,0,0,0,0,1,0,0,0,0,1,10,10,4,13,10,4,-1.490320836259711,-0.6123724356957944,0.0,0.000517130861675689,-0.8631090609235974,-1.3782188476091413,-1.3395790134918217,-0.33848034544820693,-0.7996899824903236,-1.424219774692063,0.13080285769748268,0.49999999999999994,-0.8660254037844387,-0.9729578811050594,0.23098260020086597
21,-1.1899012192377647,81,0.3496022704167483,0.8480727465041498,0.3329285176507258,0.5881916471960388,3,2,-1.3540195917423792,0.1636827637086611,-1.6481954695267678,1.2624596816124776,-0.2654208374371442,1,0,0,0,1,0,0,0,1,0,0,1,0,0,13,10,4,20,10,4,-1.490320836259711,-0.6123724356957944,0.0,0.2682698285197686,-0.0006116669560959948,0.29501360268672433,-1.3779702439565218,0.384865831989068,-1.8074395686247926,-0.13853790187528486,0.5707040416624121,-0.2588190451025208,-0.9659258262890683,-0.9729578811050594,0.23098260020086597
22,-0.6079165421956573,485,0.7551783926370015,0.6245166386220611,-0.0249971169865786,1.1446358558237033,2,0,0.9308243508681284,0.0487733642679711,0.788793054841909,-1.215375047019426,0.6007743099547632,0,0,0,1,0,0,0,0,0,1,0,0,1,0,16,10,4,20,10,4,-1.490320836259711,-0.6123724356957944,0.0,0.3505767091693728,0.2673187446590402,0.8497540304252842,0.29539562032836986,0.8359351868117677,-1.6138698592802736,1.0383210427483818,-1.322170043640292,-0.8660254037844385,-0.5000000000000004,-0.9729578811050594,0.23098260020086597
23,0.0225668579332922,140,0.3000208015327091,0.2766644124610258,-0.4944690704663899,-0.7160062881325197,1,6,-0.0043952886035752,-0.6243204992736852,1.726347303620612,1.6657235206587877,0.2793884963905611,2,1,0,0,0,0,1,0,0,0,0,0,0,1,18,10,4,22,19,4,-1.490320836259711,-0.6123724356957944,0.0,0.756295290942772,0.34968025438084455,0.6260346178870653,0.8501802798969575,0.8554562255299364,-1.6422495729129938,1.028288877230376,-1.3026889963118902,-1.0,-1.8369701987210297e-16,-0.9729578811050594,0.23098260020086597
24,1.235034935104349,326,1.1816438635660824,-0.1866317906506754,1.7408753579025955,1.4752107462542308,0,5,-1.2423376768543302,-0.0665006312873595,1.5202158585127774,-0.7880122075204468,0.6007743099547632,2,0,0,0,0,1,0,0,0,1,0,0,1,0,21,10,4,22,10,4,-1.490320836259711,-0.6123724356957944,0.0,0.30097782467944706,0.7556681214135281,0.2779282904683388,0.626443029251879,1.3522161379035333,-1.1690240726463337,0.4202865339222803,-1.0467651794109702,-0.7071067811865477,0.7071067811865474,-0.9729578811050594,0.23098260020086597
25,1.235034935104349,150,-0.6888288496319167,-1.2372210276749012,-1.0772946482382622,0.1382827596463818,0,3,0.6796952330668093,-0.5733531332492,0.2379824010883755,1.3971936689073177,0.1676767362588095,0,0,0,0,0,1,0,1,0,0,0,0,0,1,19,19,4,23,19,4,-0.9843477128382041,-0.6123724356957944,0.0,1.1829105588571591,0.3000484499087684,-0.1857063441353597,0.27830894582487176,0.4900898727714939,0.05587369952258599,-0.673688434860644,-0.2536630534319018,-0.9659258262890684,0.2588190451025203,-0.7729949150001408,0.6344122172404351
26,0.0225668579332922,288,-0.1129955445907062,1.258487930007041,-0.9981758971304416,1.5084403137691431,0,6,1.2970727091801464,0.2842885331412427,-0.8446310862972366,0.4231365819862233,-1.1316159848290517,2,0,1,0,0,0,0,0,0,0,1,0,1,0,22,19,4,5,20,4,-0.9843477128382041,-0.6123724356957944,0.0,-0.688219162217525,1.182566544224427,-1.2370630221197623,-0.1853626563537994,0.24350368573660183,0.11089992174937797,-0.09675948756479172,0.7729877582262118,-0.5000000000000004,0.8660254037844384,-0.7729949150001408,0.6344122172404351
27,0.0225668579332922,361,0.0385807835068264,1.3040896754523077,0.7499143871653631,0.4556404226701317,1,4,1.64630980518041,0.7427877790985112,-0.8666128598834193,0.9853645875855328,-1.4082721466335186,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,20,4,2,20,4,-0.9843477128382041,-0.6123724356957944,0.0,-0.11218359439300844,-0.6898050910112794,1.2604690165640666,-1.2368031635086643,-0.4389476726605944,-1.3104043301387405,0.7792027915826064,1.2057194295759297,0.25881904510252074,0.9659258262890683,-0.7729949150001408,0.6344122172404351
28,-1.1899012192377647,340,-1.479552775616542,-0.6804072833456359,1.4527293811788182,-1.1812625242821355,3,0,2.044577453676205,1.1340716212465294,0.1092746794446191,-0.6582421376905762,-1.5647135585250054,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,20,4,12,20,4,-0.9843477128382041,-0.6123724356957944,0.0,0.03944597524115639,-0.11338719441453696,1.3061040734559737,1.2609280141005075,-0.9110393942980358,-0.19058227090005422,1.1063919061382055,0.5144115407360912,0.7071067811865476,0.7071067811865476,-0.7729949150001408,0.6344122172404351
29,0.0225668579332922,129,-0.5019727466450514,0.1605647320867667,1.6631112287319612,0.2852547083087592,1,5,-0.598477654652093,-1.2146777386473946,-0.0151570415014676,0.3450094314819668,-0.2654208374371442,1,1,0,0,0,0,0,0,1,0,0,1,0,0,6,20,4,7,20,4,-0.9843477128382041,-0.6123724356957944,0.0,-1.4792208318142273,0.038343015441220984,-0.6798425330233431,1.3065667096709366,-1.1432733143313618,-0.3556832750044679,0.4612416693919643,0.2203383131160059,1.0,6.123233995736766e-17,-0.7729949150001408,0.6344122172404351
30,0.0225668579332922,438,0.6387728788153366,0.8333498309422517,1.4552932199066468,0.9844911354496724,1,5,-0.8278549392271318,0.5778642189626032,0.3893554104504347,-0.1976430409493416,-1.5647135585250054,2,1,0,0,0,0,1,0,0,0,0,1,0,0,9,20,4,16,20,4,-0.9843477128382041,-0.6123724356957944,0.0,-0.5012974255913114,-1.4813317675937614,0.1617438008774586,-0.6795382448363042,-0.7849362130041817,0.36394567807721007,0.18463040668540442,-0.29079005559025156,0.7071067811865476,-0.7071067811865475,-0.7729949150001408,0.6344122172404351
31,1.235034935104349,239,-1.0611847461106771,-0.7861750047316294,-1.3845615833257527,1.339290801040998,1,3,-0.7400463328138166,0.1707300235130263,-0.0151570415014676,-0.4661320106112671,-0.698518411133098,2,0,1,0,0,0,0,0,0,1,0,1,0,0,12,20,4,22,20,4,-0.9843477128382041,-0.6123724356957944,0.0,0.6398488894145232,-0.5027592898965889,0.8350203599764549,0.1621151923470663,-0.535154871075586,-0.11578531677427086,0.12248027576409867,-0.17210957338509716,1.2246467991473532e-16,-1.0,-0.7729949150001408,0.6344122172404351
32,1.235034935104349,58,-0.199497001359337,-0.2467515910293829,-1.016798503101252,-0.5154324143058062,2,3,1.1017973025849248,-0.5578202044521818,1.0189153719695094,-0.8762162131803065,1.033871883650717,0,1,0,0,0,0,1,0,0,0,0,0,1,0,15,20,4,21,20,4,-0.9843477128382041,-0.6123724356957944,0.0,-1.0607058495681279,0.6391444315853666,-0.7856875162722946,0.8354454346694851,-0.35456555203140905,-0.15636067681421498,-0.1168627154275987,-0.14833878402242248,-0.7071067811865471,-0.7071067811865479,-0.7729949150001408,0.6344122172404351
33,1.235034935104349,198,-1.2140348770315406,-0.9074283432661588,-0.3243074645208592,0.3616535293610864,2,1,-1.0607108371551504,0.7648119921228478,-1.4085201886553944,1.62694441473183,-1.1316159848290517,1,1,0,0,0,0,0,0,0,1,0,1,0,0,17,20,4,22,20,4,-0.9843477128382041,-0.6123724356957944,0.0,-0.19871543499885894,-1.062539006807138,-0.2458700611997729,-0.7853916675590604,-1.4607609946845066,-0.9064110852454221,-1.1397607226293716,-1.16556680939529,-0.9659258262890683,-0.25881904510252063,-0.7729949150001408,0.6344122172404351
34,-0.6079165421956573,211,0.7978635924558533,-1.1976574317718869,-1.3400506300969672,-0.4202833399521762,1,1,-1.090734706185983,-1.3884948199388008,-1.2789926801397482,-0.0857971506894873,-1.1316159848290517,1,0,0,0,0,1,0,1,0,0,0,1,0,0,20,20,4,4,21,4,-0.9843477128382041,-0.6123724356957944,0.0,-1.2136096694518181,-0.19997646830094376,-0.9070294286997121,-0.24553117052903048,-0.35083969102818546,0.2296681102832806,-1.3815517565785573,-0.8738664180064771,-0.8660254037844386,0.5000000000000001,-0.7729949150001408,0.6344122172404351
35,0.0225668579332922,402,0.6905748362066398,-0.3731687630431746,-1.5719637825413306,1.2050936912034589,1,5,-0.3015802263932495,0.2639307875784922,0.0487468600207433,0.8880732283162883,-0.7811651792133931,2,0,1,0,0,0,0,1,0,0,0,0,0,1,23,20,4,8,21,4,-0.9843477128382041,-0.6123724356957944,0.0,0.7989954840370139,-1.215544312663206,-1.19747052555514,-0.9067432550968132,0.1805664450063197,0.5413238091314635,-1.455835703404691,-1.022507034478653,-0.25881904510252157,0.9659258262890681,-0.7729949150001408,0.6344122172404351
36,0.0225668579332922,390,-0.2413866992113619,0.5867236970372234,-0.518575211014113,0.6806189728645538,2,2,-1.0238017715812997,-0.1031628766648565,-0.9228114569671622,3.012922987748515,0.1676767362588095,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,21,4,10,21,4,-0.9843477128382041,-0.6123724356957944,0.0,0.6916690423634486,0.7983966556611839,-0.37237957921564996,-1.1972075100647326,0.7612737408464824,-0.8455751315317442,-0.577857585843681,-0.0012722884415090933,0.49999999999999994,0.8660254037844387,-0.7729949150001408,0.6344122172404351
37,0.0225668579332922,45,-0.1238695652536982,1.1319881238898668,0.1963293051948498,-0.6230354930633557,2,4,1.5261800865178607,-1.4488566210694316,-0.609821888518926,1.0925507690328833,-1.1316159848290517,2,0,1,0,0,0,1,0,0,0,0,1,0,0,4,21,4,13,21,4,-0.9843477128382041,-0.6123724356957944,0.0,-0.24061984670436398,0.6909989788261729,0.5882140690791992,-0.372050775690567,0.21096461396434132,-1.0040062177282159,0.7910645615496805,-0.283040838728804,0.8660254037844386,0.5000000000000001,-0.7729949150001408,0.6344122172404351
38,0.0225668579332922,97,1.4078575525056194,-1.1586693510861747,0.9160857449154788,-0.6204882256764875,3,3,0.0060409582444965,1.1394733752855524,-1.3298530784816769,1.2590372406875203,1.033871883650717,2,0,0,1,0,0,0,0,0,1,0,0,0,1,7,21,4,8,21,4,-0.9843477128382041,-0.6123724356957944,0.0,-0.12306143458096669,-0.2419086929804614,1.133876804081733,0.5886194648496866,0.6392091899921957,0.01725219628607339,0.32949685690495933,0.6515537805110095,0.9659258262890683,-0.25881904510252063,-0.7729949150001408,0.6344122172404351
39,0.507554088801715,279,0.8644374532119142,-0.9324289963363398,-0.9841381316845526,0.3679358502877155,1,1,1.614568385242786,0.2487306152318256,-0.1466230791870174,-0.6409550130671915,1.4669694573466707,1,0,0,0,0,1,0,0,1,0,0,0,1,0,10,21,4,13,21,4,-0.9843477128382041,-0.6123724356957944,0.0,1.4092037058793498,-0.1242722544887589,-1.158453964613756,1.1343257078789306,1.2994275175149173,-0.33816436089255125,-0.5631718849889638,0.7928597303623999,0.49999999999999994,-0.8660254037844387,-0.7729949150001408,0.6344122172404351
40,1.235034935104349,23,1.1693118329253942,0.9174398492686502,-0.1929060513685496,-1.3075491043068364,0,4,-1.3334541487055285,-1.1164822384902782,-0.2763184279669616,-1.2448096816047338,-0.698518411133098,1,0,0,0,1,0,0,1,0,0,0,0,0,1,13,21,4,17,21,4,-0.9843477128382041,-0.6123724356957944,0.0,0.8655927290159986,1.4090098874947263,-0.9320483444024436,-1.1581878381658528,2.0715051195625276,-1.5861164538562669,-0.6892425158195791,0.5276351854844048,-0.2588190451025208,-0.9659258262890683,-0.7729949150001408,0.6344122172404351
41,0.255322112181256,410,1.1390953848365817,-0.2894840304412527,-1.3952607616512318,0.620708040072615,3,0,1.3186187146166275,-0.7389124952922453,-0.4045492593566328,1.3469654436926817,-0.71184364444363,1,1,0,0,0,0,0,0,1,0,0,1,0,0,16,21,4,23,21,4,-0.9843477128382041,-0.6123724356957944,0.0,1.17057419656212,0.8650381028462972,0.9191718049024523,-0.9317641656648392,1.91104406574037,-1.84454815539813,-0.1785008569743778,0.09789323118902524,-0.8660254037844385,-0.5000000000000004,-0.7729949150001408,0.6344122172404351
42,1.235034935104349,461,-0.1486833228251933,0.1210010896466815,-0.4017687954542315,0.3785434904815137,0,6,-0.8675546240529265,1.23845425828401,-0.5073539355741649,0.3047089691393631,-0.2906863487810477,1,0,0,0,0,1,0,1,0,0,0,0,1,0,18,21,4,21,21,4,-0.9843477128382041,-0.6123724356957944,0.0,1.1403471348758678,1.1702219939866403,-0.2886337160697659,0.9196035893505724,1.3061731168937825,-0.3980235098154188,0.4405047990268081,-0.6021617984946721,-1.0,-1.8369701987210297e-16,-0.7729949150001408,0.6344122172404351
43,0.507554088801715,391,-1.4012032746422365,-0.8443019178900635,0.2581361064344498,0.8830720833508354,3,6,-0.5191420215561773,-0.4782378860762167,-0.8387761881774797,1.6291107361795116,0.1676767362588095,0,1,0,0,0,0,0,1,0,0,0,0,1,0,21,21,4,4,22,4,-0.9843477128382041,-0.6123724356957944,0.0,-0.14788390804233262,1.139974869866698,0.12215125774177109,-0.2882982351283654,-0.2285204249964028,0.8836988841209555,-0.5947116171315828,-0.8800699879432046,-0.7071067811865477,0.7071067811865474,-0.7729949150001408,0.6344122172404351
44,-1.2482702744234562,335,1.5757943405902606,0.7173300992634901,-1.2861020771749532,-1.506103006543094,1,5,-1.412253089435726,0.5388707117757808,-0.1135632474462107,0.45906274587931,-1.1316159848290517,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,22,4,1,22,4,-0.9843477128382041,-0.6123724356957944,0.0,-1.400843810396073,-0.14911120322757676,-0.8438568903397827,0.12251949232835609,0.032205164661593684,1.439467810549683,-0.0030979456390133964,-0.2270991623326521,0.0,1.0,-0.7729949150001408,0.6344122172404351
45,0.0225668579332922,44,0.0021105781793028,0.9679855496248194,-1.5258901569058212,0.6965966640128871,0,3,-1.4090610490700737,3.3858529546331333,-1.2428720244298626,1.12986916628709,0.029108404461884,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,22,4,9,22,4,-0.9843477128382041,-0.6123724356957944,0.0,1.577199482150121,-1.4029027254462578,0.7189158774824924,-0.8435656797198584,0.03193237856328076,-0.015944868436121588,0.49459827383276195,0.1900385785097163,0.7071067811865476,0.7071067811865476,-0.7729949150001408,0.6344122172404351
46,-0.6079165421956573,27,0.19060120434077,1.5166530462612495,-0.6612331057270271,-1.1111946500850516,2,6,0.0070124091249271,0.9270812214287784,0.6759542090149457,-1.0321790328738525,-1.1316159848290517,2,0,0,0,0,1,0,0,1,0,0,0,1,0,5,22,4,10,22,4,-0.9843477128382041,-0.6123724356957944,0.0,0.000517130861675689,1.5771171666352304,0.9697544281961951,0.7193316946679058,0.03193237856328076,-0.015944868436121588,1.8819181309545334,-1.0427334957797008,0.9659258262890683,0.25881904510252074,-0.7729949150001408,0.6344122172404351
